"seqnames","start","end","width","strand","peak","feature","start_position","end_position","feature_strand","insideFeature","distancetoFeature","shortestDistance","fromOverlappingOrNearest","symbol"
"chr11",63965000,63965500,501,"*","893437","ENSG00000207200",63970470,63970576,"+","upstream",-5470,4970,"NearestLocation","RNU6-45P"
"chr11",63965500,63966000,501,"*","893438","ENSG00000207200",63970470,63970576,"+","upstream",-4970,4470,"NearestLocation","RNU6-45P"
"chr11",63966000,63966500,501,"*","893439","ENSG00000207200",63970470,63970576,"+","upstream",-4470,3970,"NearestLocation","RNU6-45P"
"chr11",63966500,63967000,501,"*","893440","ENSG00000207200",63970470,63970576,"+","upstream",-3970,3470,"NearestLocation","RNU6-45P"
"chr11",63967000,63967500,501,"*","893441","ENSG00000207200",63970470,63970576,"+","upstream",-3470,2970,"NearestLocation","RNU6-45P"
"chr11",63967500,63968000,501,"*","893442","ENSG00000207200",63970470,63970576,"+","upstream",-2970,2470,"NearestLocation","RNU6-45P"
"chr11",63968000,63968500,501,"*","893443","ENSG00000207200",63970470,63970576,"+","upstream",-2470,1970,"NearestLocation","RNU6-45P"
"chr11",63968500,63969000,501,"*","893444","ENSG00000207200",63970470,63970576,"+","upstream",-1970,1470,"NearestLocation","RNU6-45P"
"chr11",63969000,63969500,501,"*","893445","ENSG00000207200",63970470,63970576,"+","upstream",-1470,970,"NearestLocation","RNU6-45P"
"chr11",63969500,63970000,501,"*","893446","ENSG00000207200",63970470,63970576,"+","upstream",-970,470,"NearestLocation","RNU6-45P"
"chr11",63970000,63970500,501,"*","893447","ENSG00000207200",63970470,63970576,"+","overlapStart",-470,30,"NearestLocation","RNU6-45P"
"chr11",63970500,63971000,501,"*","893448","ENSG00000207200",63970470,63970576,"+","overlapEnd",30,30,"NearestLocation","RNU6-45P"
"chr11",63971000,63971500,501,"*","893449","ENSG00000207200",63970470,63970576,"+","downstream",530,424,"NearestLocation","RNU6-45P"
"chr11",63971500,63972000,501,"*","893450","ENSG00000207200",63970470,63970576,"+","downstream",1030,924,"NearestLocation","RNU6-45P"
"chr11",63972000,63972500,501,"*","893451","ENSG00000207200",63970470,63970576,"+","downstream",1530,1424,"NearestLocation","RNU6-45P"
"chr11",63972500,63973000,501,"*","893452","ENSG00000207200",63970470,63970576,"+","downstream",2030,1924,"NearestLocation","RNU6-45P"
"chr11",63973000,63973500,501,"*","893453","ENSG00000176340",63974607,63976543,"+","upstream",-1607,1107,"NearestLocation","COX8A"
"chr11",63973500,63974000,501,"*","893454","ENSG00000176340",63974607,63976543,"+","upstream",-1107,607,"NearestLocation","COX8A"
"chr11",63974000,63974500,501,"*","893455","ENSG00000176340",63974607,63976543,"+","upstream",-607,107,"NearestLocation","COX8A"
"chr11",63974500,63975000,501,"*","893456","ENSG00000176340",63974607,63976543,"+","overlapStart",-107,107,"NearestLocation","COX8A"
"chr11",63975000,63975500,501,"*","893457","ENSG00000256100",63974620,63988346,"+","inside",380,380,"NearestLocation",NA
"chr11",63975500,63976000,501,"*","893458","ENSG00000256100",63974620,63988346,"+","inside",880,880,"NearestLocation",NA
"chr11",63976000,63976500,501,"*","893459","ENSG00000256100",63974620,63988346,"+","inside",1380,1380,"NearestLocation",NA
"chr11",63976500,63977000,501,"*","893460","ENSG00000278375",63978006,63978080,"+","upstream",-1506,1006,"NearestLocation",NA
"chr11",63977000,63977500,501,"*","893461","ENSG00000278375",63978006,63978080,"+","upstream",-1006,506,"NearestLocation",NA
"chr11",63977500,63978000,501,"*","893462","ENSG00000278375",63978006,63978080,"+","upstream",-506,6,"NearestLocation",NA
"chr11",63978000,63978500,501,"*","893463","ENSG00000278375",63978006,63978080,"+","includeFeature",-6,6,"NearestLocation",NA
"chr11",63978500,63979000,501,"*","893464","ENSG00000278375",63978006,63978080,"+","downstream",494,420,"NearestLocation",NA
"chr11",63979000,63979500,501,"*","893465","ENSG00000278375",63978006,63978080,"+","downstream",994,920,"NearestLocation",NA
"chr11",63979500,63980000,501,"*","893466","ENSG00000278375",63978006,63978080,"+","downstream",1494,1420,"NearestLocation",NA
"chr11",63980000,63980500,501,"*","893467","ENSG00000278375",63978006,63978080,"+","downstream",1994,1920,"NearestLocation",NA
"chr11",63980500,63981000,501,"*","893468","ENSG00000278375",63978006,63978080,"+","downstream",2494,2420,"NearestLocation",NA
"chr11",63981000,63981500,501,"*","893469","ENSG00000278375",63978006,63978080,"+","downstream",2994,2920,"NearestLocation",NA
"chr11",63981500,63982000,501,"*","893470","ENSG00000278375",63978006,63978080,"+","downstream",3494,3420,"NearestLocation",NA
"chr11",63982000,63982500,501,"*","893471","ENSG00000167770",63985853,64001811,"+","upstream",-3853,3353,"NearestLocation","OTUB1"
"chr11",63982500,63983000,501,"*","893472","ENSG00000167770",63985853,64001811,"+","upstream",-3353,2853,"NearestLocation","OTUB1"
"chr11",63983000,63983500,501,"*","893473","ENSG00000167770",63985853,64001811,"+","upstream",-2853,2353,"NearestLocation","OTUB1"
"chr11",63983500,63984000,501,"*","893474","ENSG00000167770",63985853,64001811,"+","upstream",-2353,1853,"NearestLocation","OTUB1"
"chr11",63984000,63984500,501,"*","893475","ENSG00000167770",63985853,64001811,"+","upstream",-1853,1353,"NearestLocation","OTUB1"
"chr11",63984500,63985000,501,"*","893476","ENSG00000167770",63985853,64001811,"+","upstream",-1353,853,"NearestLocation","OTUB1"
"chr11",63985000,63985500,501,"*","893477","ENSG00000167770",63985853,64001811,"+","upstream",-853,353,"NearestLocation","OTUB1"
"chr11",63985500,63986000,501,"*","893478","ENSG00000167770",63985853,64001811,"+","overlapStart",-353,147,"NearestLocation","OTUB1"
"chr11",63986000,63986500,501,"*","893479","ENSG00000167770",63985853,64001811,"+","inside",147,147,"NearestLocation","OTUB1"
"chr11",63986500,63987000,501,"*","893480","ENSG00000167770",63985853,64001811,"+","inside",647,647,"NearestLocation","OTUB1"
"chr11",63987000,63987500,501,"*","893481","ENSG00000167770",63985853,64001811,"+","inside",1147,1147,"NearestLocation","OTUB1"
"chr11",63987500,63988000,501,"*","893482","ENSG00000167770",63985853,64001811,"+","inside",1647,1647,"NearestLocation","OTUB1"
"chr11",63988000,63988500,501,"*","893483","ENSG00000167770",63985853,64001811,"+","inside",2147,2147,"NearestLocation","OTUB1"
"chr11",63988500,63989000,501,"*","893484","ENSG00000167770",63985853,64001811,"+","inside",2647,2647,"NearestLocation","OTUB1"
"chr11",63989000,63989500,501,"*","893485","ENSG00000167770",63985853,64001811,"+","inside",3147,3147,"NearestLocation","OTUB1"
"chr11",63989500,63990000,501,"*","893486","ENSG00000167770",63985853,64001811,"+","inside",3647,3647,"NearestLocation","OTUB1"
"chr11",63990000,63990500,501,"*","893487","ENSG00000167770",63985853,64001811,"+","inside",4147,4147,"NearestLocation","OTUB1"
"chr11",63990500,63991000,501,"*","893488","ENSG00000167770",63985853,64001811,"+","inside",4647,4647,"NearestLocation","OTUB1"
"chr11",63991000,63991500,501,"*","893489","ENSG00000167770",63985853,64001811,"+","inside",5147,5147,"NearestLocation","OTUB1"
"chr11",63991500,63992000,501,"*","893490","ENSG00000167770",63985853,64001811,"+","inside",5647,5647,"NearestLocation","OTUB1"
"chr11",63992000,63992500,501,"*","893491","ENSG00000167770",63985853,64001811,"+","inside",6147,6147,"NearestLocation","OTUB1"
"chr11",63992500,63993000,501,"*","893492","ENSG00000167770",63985853,64001811,"+","inside",6647,6647,"NearestLocation","OTUB1"
"chr11",63993000,63993500,501,"*","893493","ENSG00000167770",63985853,64001811,"+","inside",7147,7147,"NearestLocation","OTUB1"
"chr11",63993500,63994000,501,"*","893494","ENSG00000167770",63985853,64001811,"+","inside",7647,7647,"NearestLocation","OTUB1"
"chr11",63994000,63994500,501,"*","893495","ENSG00000167770",63985853,64001811,"+","inside",8147,7311,"NearestLocation","OTUB1"
"chr11",63994500,63995000,501,"*","893496","ENSG00000167770",63985853,64001811,"+","inside",8647,6811,"NearestLocation","OTUB1"
"chr11",63995000,63995500,501,"*","893497","ENSG00000167770",63985853,64001811,"+","inside",9147,6311,"NearestLocation","OTUB1"
"chr11",63995500,63996000,501,"*","893498","ENSG00000167770",63985853,64001811,"+","inside",9647,5811,"NearestLocation","OTUB1"
"chr11",63996000,63996500,501,"*","893499","ENSG00000167770",63985853,64001811,"+","inside",10147,5311,"NearestLocation","OTUB1"
"chr11",63996500,63997000,501,"*","893500","ENSG00000167770",63985853,64001811,"+","inside",10647,4811,"NearestLocation","OTUB1"
"chr11",63997000,63997500,501,"*","893501","ENSG00000167770",63985853,64001811,"+","inside",11147,4311,"NearestLocation","OTUB1"
"chr11",63997500,63998000,501,"*","893502","ENSG00000167770",63985853,64001811,"+","inside",11647,3811,"NearestLocation","OTUB1"
"chr11",63998000,63998500,501,"*","893503","ENSG00000167770",63985853,64001811,"+","inside",12147,3311,"NearestLocation","OTUB1"
"chr11",63998500,63999000,501,"*","893504","ENSG00000167770",63985853,64001811,"+","inside",12647,2811,"NearestLocation","OTUB1"
"chr11",63999000,63999500,501,"*","893505","ENSG00000167770",63985853,64001811,"+","inside",13147,2311,"NearestLocation","OTUB1"
"chr11",63999500,64000000,501,"*","893506","ENSG00000167770",63985853,64001811,"+","inside",13647,1811,"NearestLocation","OTUB1"
"chr11",64000000,64000500,501,"*","893507","ENSG00000167770",63985853,64001811,"+","inside",14147,1311,"NearestLocation","OTUB1"
"chr11",64000500,64001000,501,"*","893508","ENSG00000167770",63985853,64001811,"+","inside",14647,811,"NearestLocation","OTUB1"
"chr11",64001000,64001500,501,"*","893509","ENSG00000167770",63985853,64001811,"+","inside",15147,311,"NearestLocation","OTUB1"
"chr11",64001500,64002000,501,"*","893510","ENSG00000167770",63985853,64001811,"+","overlapEnd",15647,189,"NearestLocation","OTUB1"
"chr11",64002000,64002500,501,"*","893511","ENSG00000167770",63985853,64001811,"+","downstream",16147,189,"NearestLocation","OTUB1"
"chr11",64002500,64003000,501,"*","893512","ENSG00000167770",63985853,64001811,"+","downstream",16647,689,"NearestLocation","OTUB1"
"chr11",64003000,64003500,501,"*","893513","ENSG00000167770",63985853,64001811,"+","downstream",17147,1189,"NearestLocation","OTUB1"
"chr11",64003500,64004000,501,"*","893514","ENSG00000167770",63985853,64001811,"+","downstream",17647,1689,"NearestLocation","OTUB1"
"chr11",64004000,64004500,501,"*","893515","ENSG00000167770",63985853,64001811,"+","downstream",18147,2189,"NearestLocation","OTUB1"
"chr11",64004500,64005000,501,"*","893516","ENSG00000167770",63985853,64001811,"+","downstream",18647,2689,"NearestLocation","OTUB1"
"chr11",64005000,64005500,501,"*","893517","ENSG00000167770",63985853,64001811,"+","downstream",19147,3189,"NearestLocation","OTUB1"
"chr11",64005500,64006000,501,"*","893518","ENSG00000167770",63985853,64001811,"+","downstream",19647,3689,"NearestLocation","OTUB1"
"chr11",64006000,64006500,501,"*","893519","ENSG00000167770",63985853,64001811,"+","downstream",20147,4189,"NearestLocation","OTUB1"
"chr11",64006500,64007000,501,"*","893520","ENSG00000167770",63985853,64001811,"+","downstream",20647,4689,"NearestLocation","OTUB1"
"chr11",64007000,64007500,501,"*","893521","ENSG00000167770",63985853,64001811,"+","downstream",21147,5189,"NearestLocation","OTUB1"
"chr11",64007500,64008000,501,"*","893522","ENSG00000167770",63985853,64001811,"+","downstream",21647,5689,"NearestLocation","OTUB1"
"chr11",64008000,64008500,501,"*","893523","ENSG00000167770",63985853,64001811,"+","downstream",22147,6189,"NearestLocation","OTUB1"
"chr11",64008500,64009000,501,"*","893524","ENSG00000167770",63985853,64001811,"+","downstream",22647,6689,"NearestLocation","OTUB1"
"chr11",64009000,64009500,501,"*","893525","ENSG00000167770",63985853,64001811,"+","downstream",23147,7189,"NearestLocation","OTUB1"
"chr11",64009500,64010000,501,"*","893526","ENSG00000167770",63985853,64001811,"+","downstream",23647,7689,"NearestLocation","OTUB1"
"chr11",64010000,64010500,501,"*","893527","ENSG00000167770",63985853,64001811,"+","downstream",24147,8189,"NearestLocation","OTUB1"
"chr11",64010500,64011000,501,"*","893528","ENSG00000167770",63985853,64001811,"+","downstream",24647,8689,"NearestLocation","OTUB1"
"chr11",64011000,64011500,501,"*","893529","ENSG00000256824",64035970,64103653,"+","upstream",-24970,24470,"NearestLocation",NA
"chr11",64011500,64012000,501,"*","893530","ENSG00000256824",64035970,64103653,"+","upstream",-24470,23970,"NearestLocation",NA
"chr11",64012000,64012500,501,"*","893531","ENSG00000256824",64035970,64103653,"+","upstream",-23970,23470,"NearestLocation",NA
"chr11",64012500,64013000,501,"*","893532","ENSG00000256824",64035970,64103653,"+","upstream",-23470,22970,"NearestLocation",NA
"chr11",64013000,64013500,501,"*","893533","ENSG00000256824",64035970,64103653,"+","upstream",-22970,22470,"NearestLocation",NA
"chr11",64013500,64014000,501,"*","893534","ENSG00000256824",64035970,64103653,"+","upstream",-22470,21970,"NearestLocation",NA
"chr11",64014000,64014500,501,"*","893535","ENSG00000256824",64035970,64103653,"+","upstream",-21970,21470,"NearestLocation",NA
"chr11",64014500,64015000,501,"*","893536","ENSG00000256824",64035970,64103653,"+","upstream",-21470,20970,"NearestLocation",NA
"chr11",64015000,64015500,501,"*","893537","ENSG00000256824",64035970,64103653,"+","upstream",-20970,20470,"NearestLocation",NA
"chr11",64015500,64016000,501,"*","893538","ENSG00000256824",64035970,64103653,"+","upstream",-20470,19970,"NearestLocation",NA
"chr11",64016000,64016500,501,"*","893539","ENSG00000256824",64035970,64103653,"+","upstream",-19970,19470,"NearestLocation",NA
"chr11",64016500,64017000,501,"*","893540","ENSG00000256824",64035970,64103653,"+","upstream",-19470,18970,"NearestLocation",NA
"chr11",64017000,64017500,501,"*","893541","ENSG00000256824",64035970,64103653,"+","upstream",-18970,18470,"NearestLocation",NA
"chr11",64017500,64018000,501,"*","893542","ENSG00000256824",64035970,64103653,"+","upstream",-18470,17970,"NearestLocation",NA
"chr11",64018000,64018500,501,"*","893543","ENSG00000256824",64035970,64103653,"+","upstream",-17970,17470,"NearestLocation",NA
"chr11",64018500,64019000,501,"*","893544","ENSG00000256824",64035970,64103653,"+","upstream",-17470,16970,"NearestLocation",NA
"chr11",64019000,64019500,501,"*","893545","ENSG00000256824",64035970,64103653,"+","upstream",-16970,16470,"NearestLocation",NA
"chr11",64019500,64020000,501,"*","893546","ENSG00000256824",64035970,64103653,"+","upstream",-16470,15970,"NearestLocation",NA
"chr11",64020000,64020500,501,"*","893547","ENSG00000256824",64035970,64103653,"+","upstream",-15970,15470,"NearestLocation",NA
"chr11",64020500,64021000,501,"*","893548","ENSG00000256824",64035970,64103653,"+","upstream",-15470,14970,"NearestLocation",NA
"chr11",64021000,64021500,501,"*","893549","ENSG00000256824",64035970,64103653,"+","upstream",-14970,14470,"NearestLocation",NA
"chr11",64021500,64022000,501,"*","893550","ENSG00000256824",64035970,64103653,"+","upstream",-14470,13970,"NearestLocation",NA
"chr11",64022000,64022500,501,"*","893551","ENSG00000256824",64035970,64103653,"+","upstream",-13970,13470,"NearestLocation",NA
"chr11",64022500,64023000,501,"*","893552","ENSG00000256824",64035970,64103653,"+","upstream",-13470,12970,"NearestLocation",NA
"chr11",64023000,64023500,501,"*","893553","ENSG00000256824",64035970,64103653,"+","upstream",-12970,12470,"NearestLocation",NA
"chr11",64023500,64024000,501,"*","893554","ENSG00000256824",64035970,64103653,"+","upstream",-12470,11970,"NearestLocation",NA
"chr11",64024000,64024500,501,"*","893555","ENSG00000256824",64035970,64103653,"+","upstream",-11970,11470,"NearestLocation",NA
"chr11",64024500,64025000,501,"*","893556","ENSG00000256824",64035970,64103653,"+","upstream",-11470,10970,"NearestLocation",NA
"chr11",64025000,64025500,501,"*","893557","ENSG00000256824",64035970,64103653,"+","upstream",-10970,10470,"NearestLocation",NA
"chr11",64025500,64026000,501,"*","893558","ENSG00000256824",64035970,64103653,"+","upstream",-10470,9970,"NearestLocation",NA
"chr11",64026000,64026500,501,"*","893559","ENSG00000256824",64035970,64103653,"+","upstream",-9970,9470,"NearestLocation",NA
"chr11",64026500,64027000,501,"*","893560","ENSG00000256824",64035970,64103653,"+","upstream",-9470,8970,"NearestLocation",NA
"chr11",64027000,64027500,501,"*","893561","ENSG00000256824",64035970,64103653,"+","upstream",-8970,8470,"NearestLocation",NA
"chr11",64027500,64028000,501,"*","893562","ENSG00000256824",64035970,64103653,"+","upstream",-8470,7970,"NearestLocation",NA
"chr11",64028000,64028500,501,"*","893563","ENSG00000256824",64035970,64103653,"+","upstream",-7970,7470,"NearestLocation",NA
"chr11",64028500,64029000,501,"*","893564","ENSG00000256824",64035970,64103653,"+","upstream",-7470,6970,"NearestLocation",NA
"chr11",64029000,64029500,501,"*","893565","ENSG00000256824",64035970,64103653,"+","upstream",-6970,6470,"NearestLocation",NA
"chr11",64029500,64030000,501,"*","893566","ENSG00000256824",64035970,64103653,"+","upstream",-6470,5970,"NearestLocation",NA
"chr11",64030000,64030500,501,"*","893567","ENSG00000256824",64035970,64103653,"+","upstream",-5970,5470,"NearestLocation",NA
"chr11",64030500,64031000,501,"*","893568","ENSG00000256824",64035970,64103653,"+","upstream",-5470,4970,"NearestLocation",NA
"chr11",64031000,64031500,501,"*","893569","ENSG00000256824",64035970,64103653,"+","upstream",-4970,4470,"NearestLocation",NA
"chr11",64031500,64032000,501,"*","893570","ENSG00000256824",64035970,64103653,"+","upstream",-4470,3970,"NearestLocation",NA
"chr11",64032000,64032500,501,"*","893571","ENSG00000256824",64035970,64103653,"+","upstream",-3970,3470,"NearestLocation",NA
"chr11",64032500,64033000,501,"*","893572","ENSG00000256824",64035970,64103653,"+","upstream",-3470,2970,"NearestLocation",NA
"chr11",64033000,64033500,501,"*","893573","ENSG00000256824",64035970,64103653,"+","upstream",-2970,2470,"NearestLocation",NA
"chr11",64033500,64034000,501,"*","893574","ENSG00000256824",64035970,64103653,"+","upstream",-2470,1970,"NearestLocation",NA
"chr11",64034000,64034500,501,"*","893575","ENSG00000256824",64035970,64103653,"+","upstream",-1970,1470,"NearestLocation",NA
"chr11",64034500,64035000,501,"*","893576","ENSG00000256824",64035970,64103653,"+","upstream",-1470,970,"NearestLocation",NA
"chr11",64035000,64035500,501,"*","893577","ENSG00000256824",64035970,64103653,"+","upstream",-970,470,"NearestLocation",NA
"chr11",64035500,64036000,501,"*","893578","ENSG00000256824",64035970,64103653,"+","overlapStart",-470,30,"NearestLocation",NA
"chr11",64036000,64036500,501,"*","893579","ENSG00000256824",64035970,64103653,"+","inside",30,30,"NearestLocation",NA
"chr11",64036500,64037000,501,"*","893580","ENSG00000256824",64035970,64103653,"+","inside",530,530,"NearestLocation",NA
"chr11",64037000,64037500,501,"*","893581","ENSG00000256824",64035970,64103653,"+","inside",1030,1030,"NearestLocation",NA
"chr11",64037500,64038000,501,"*","893582","ENSG00000256824",64035970,64103653,"+","inside",1530,1530,"NearestLocation",NA
"chr11",64038000,64038500,501,"*","893583","ENSG00000256824",64035970,64103653,"+","inside",2030,2030,"NearestLocation",NA
"chr11",64038500,64039000,501,"*","893584","ENSG00000256824",64035970,64103653,"+","inside",2530,2530,"NearestLocation",NA
"chr11",64039000,64039500,501,"*","893585","ENSG00000256824",64035970,64103653,"+","inside",3030,3030,"NearestLocation",NA
"chr11",64039500,64040000,501,"*","893586","ENSG00000256824",64035970,64103653,"+","inside",3530,3530,"NearestLocation",NA
"chr11",64040000,64040500,501,"*","893587","ENSG00000256824",64035970,64103653,"+","inside",4030,4030,"NearestLocation",NA
"chr11",64040500,64041000,501,"*","893588","ENSG00000256824",64035970,64103653,"+","inside",4530,4530,"NearestLocation",NA
"chr11",64041000,64041500,501,"*","893589","ENSG00000256824",64035970,64103653,"+","inside",5030,5030,"NearestLocation",NA
"chr11",64041500,64042000,501,"*","893590","ENSG00000256824",64035970,64103653,"+","inside",5530,5530,"NearestLocation",NA
"chr11",64042000,64042500,501,"*","893591","ENSG00000256824",64035970,64103653,"+","inside",6030,6030,"NearestLocation",NA
"chr11",64042500,64043000,501,"*","893592","ENSG00000256824",64035970,64103653,"+","inside",6530,6530,"NearestLocation",NA
"chr11",64043000,64043500,501,"*","893593","ENSG00000256824",64035970,64103653,"+","inside",7030,7030,"NearestLocation",NA
"chr11",64043500,64044000,501,"*","893594","ENSG00000256824",64035970,64103653,"+","inside",7530,7530,"NearestLocation",NA
"chr11",64044000,64044500,501,"*","893595","ENSG00000256824",64035970,64103653,"+","inside",8030,8030,"NearestLocation",NA
"chr11",64044500,64045000,501,"*","893596","ENSG00000256824",64035970,64103653,"+","inside",8530,8530,"NearestLocation",NA
"chr11",64045000,64045500,501,"*","893597","ENSG00000256824",64035970,64103653,"+","inside",9030,9030,"NearestLocation",NA
"chr11",64045500,64046000,501,"*","893598","ENSG00000256824",64035970,64103653,"+","inside",9530,9530,"NearestLocation",NA
"chr11",64046000,64046500,501,"*","893599","ENSG00000256824",64035970,64103653,"+","inside",10030,10030,"NearestLocation",NA
"chr11",64046500,64047000,501,"*","893600","ENSG00000256824",64035970,64103653,"+","inside",10530,10530,"NearestLocation",NA
"chr11",64047000,64047500,501,"*","893601","ENSG00000256824",64035970,64103653,"+","inside",11030,11030,"NearestLocation",NA
"chr11",64047500,64048000,501,"*","893602","ENSG00000256824",64035970,64103653,"+","inside",11530,11530,"NearestLocation",NA
"chr11",64048000,64048500,501,"*","893603","ENSG00000256824",64035970,64103653,"+","inside",12030,12030,"NearestLocation",NA
"chr11",64048500,64049000,501,"*","893604","ENSG00000256824",64035970,64103653,"+","inside",12530,12530,"NearestLocation",NA
"chr11",64049000,64049500,501,"*","893605","ENSG00000256824",64035970,64103653,"+","inside",13030,13030,"NearestLocation",NA
"chr11",64049500,64050000,501,"*","893606","ENSG00000256824",64035970,64103653,"+","inside",13530,13530,"NearestLocation",NA
"chr11",64050000,64050500,501,"*","893607","ENSG00000256824",64035970,64103653,"+","inside",14030,14030,"NearestLocation",NA
"chr11",64050500,64051000,501,"*","893608","ENSG00000256824",64035970,64103653,"+","inside",14530,14530,"NearestLocation",NA
"chr11",64051000,64051500,501,"*","893609","ENSG00000256824",64035970,64103653,"+","inside",15030,15030,"NearestLocation",NA
"chr11",64051500,64052000,501,"*","893610","ENSG00000256824",64035970,64103653,"+","inside",15530,15530,"NearestLocation",NA
"chr11",64052000,64052500,501,"*","893611","ENSG00000256824",64035970,64103653,"+","inside",16030,16030,"NearestLocation",NA
"chr11",64052500,64053000,501,"*","893612","ENSG00000256824",64035970,64103653,"+","inside",16530,16530,"NearestLocation",NA
"chr11",64053000,64053500,501,"*","893613","ENSG00000256824",64035970,64103653,"+","inside",17030,17030,"NearestLocation",NA
"chr11",64053500,64054000,501,"*","893614","ENSG00000256824",64035970,64103653,"+","inside",17530,17530,"NearestLocation",NA
"chr11",64054000,64054500,501,"*","893615","ENSG00000256824",64035970,64103653,"+","inside",18030,18030,"NearestLocation",NA
"chr11",64054500,64055000,501,"*","893616","ENSG00000256824",64035970,64103653,"+","inside",18530,18530,"NearestLocation",NA
"chr11",64055000,64055500,501,"*","893617","ENSG00000256824",64035970,64103653,"+","inside",19030,19030,"NearestLocation",NA
"chr11",64055500,64056000,501,"*","893618","ENSG00000256824",64035970,64103653,"+","inside",19530,19530,"NearestLocation",NA
"chr11",64056000,64056500,501,"*","893619","ENSG00000256824",64035970,64103653,"+","inside",20030,20030,"NearestLocation",NA
"chr11",64056500,64057000,501,"*","893620","ENSG00000256824",64035970,64103653,"+","inside",20530,20530,"NearestLocation",NA
"chr11",64057000,64057500,501,"*","893621","ENSG00000256824",64035970,64103653,"+","inside",21030,21030,"NearestLocation",NA
"chr11",64057500,64058000,501,"*","893622","ENSG00000256824",64035970,64103653,"+","inside",21530,21530,"NearestLocation",NA
"chr11",64058000,64058500,501,"*","893623","ENSG00000256824",64035970,64103653,"+","inside",22030,22030,"NearestLocation",NA
"chr11",64058500,64059000,501,"*","893624","ENSG00000256824",64035970,64103653,"+","inside",22530,22530,"NearestLocation",NA
"chr11",64059000,64059500,501,"*","893625","ENSG00000256481",64081690,64087175,"+","upstream",-22690,22190,"NearestLocation",NA
"chr11",64059500,64060000,501,"*","893626","ENSG00000256481",64081690,64087175,"+","upstream",-22190,21690,"NearestLocation",NA
"chr11",64060000,64060500,501,"*","893627","ENSG00000256481",64081690,64087175,"+","upstream",-21690,21190,"NearestLocation",NA
"chr11",64060500,64061000,501,"*","893628","ENSG00000256481",64081690,64087175,"+","upstream",-21190,20690,"NearestLocation",NA
"chr11",64061000,64061500,501,"*","893629","ENSG00000256481",64081690,64087175,"+","upstream",-20690,20190,"NearestLocation",NA
"chr11",64061500,64062000,501,"*","893630","ENSG00000256481",64081690,64087175,"+","upstream",-20190,19690,"NearestLocation",NA
"chr11",64062000,64062500,501,"*","893631","ENSG00000256481",64081690,64087175,"+","upstream",-19690,19190,"NearestLocation",NA
"chr11",64062500,64063000,501,"*","893632","ENSG00000256481",64081690,64087175,"+","upstream",-19190,18690,"NearestLocation",NA
"chr11",64063000,64063500,501,"*","893633","ENSG00000256481",64081690,64087175,"+","upstream",-18690,18190,"NearestLocation",NA
"chr11",64063500,64064000,501,"*","893634","ENSG00000256481",64081690,64087175,"+","upstream",-18190,17690,"NearestLocation",NA
"chr11",64064000,64064500,501,"*","893635","ENSG00000256481",64081690,64087175,"+","upstream",-17690,17190,"NearestLocation",NA
"chr11",64064500,64065000,501,"*","893636","ENSG00000256481",64081690,64087175,"+","upstream",-17190,16690,"NearestLocation",NA
"chr11",64065000,64065500,501,"*","893637","ENSG00000256481",64081690,64087175,"+","upstream",-16690,16190,"NearestLocation",NA
"chr11",64065500,64066000,501,"*","893638","ENSG00000256481",64081690,64087175,"+","upstream",-16190,15690,"NearestLocation",NA
"chr11",64066000,64066500,501,"*","893639","ENSG00000256481",64081690,64087175,"+","upstream",-15690,15190,"NearestLocation",NA
"chr11",64066500,64067000,501,"*","893640","ENSG00000256481",64081690,64087175,"+","upstream",-15190,14690,"NearestLocation",NA
"chr11",64067000,64067500,501,"*","893641","ENSG00000256481",64081690,64087175,"+","upstream",-14690,14190,"NearestLocation",NA
"chr11",64067500,64068000,501,"*","893642","ENSG00000256481",64081690,64087175,"+","upstream",-14190,13690,"NearestLocation",NA
"chr11",64068000,64068500,501,"*","893643","ENSG00000256481",64081690,64087175,"+","upstream",-13690,13190,"NearestLocation",NA
"chr11",64068500,64069000,501,"*","893644","ENSG00000256481",64081690,64087175,"+","upstream",-13190,12690,"NearestLocation",NA
"chr11",64069000,64069500,501,"*","893645","ENSG00000256481",64081690,64087175,"+","upstream",-12690,12190,"NearestLocation",NA
"chr11",64069500,64070000,501,"*","893646","ENSG00000256481",64081690,64087175,"+","upstream",-12190,11690,"NearestLocation",NA
"chr11",64070000,64070500,501,"*","893647","ENSG00000256481",64081690,64087175,"+","upstream",-11690,11190,"NearestLocation",NA
"chr11",64070500,64071000,501,"*","893648","ENSG00000256481",64081690,64087175,"+","upstream",-11190,10690,"NearestLocation",NA
"chr11",64071000,64071500,501,"*","893649","ENSG00000256481",64081690,64087175,"+","upstream",-10690,10190,"NearestLocation",NA
"chr11",64071500,64072000,501,"*","893650","ENSG00000256481",64081690,64087175,"+","upstream",-10190,9690,"NearestLocation",NA
"chr11",64072000,64072500,501,"*","893651","ENSG00000256481",64081690,64087175,"+","upstream",-9690,9190,"NearestLocation",NA
"chr11",64072500,64073000,501,"*","893652","ENSG00000256481",64081690,64087175,"+","upstream",-9190,8690,"NearestLocation",NA
"chr11",64073000,64073500,501,"*","893653","ENSG00000256481",64081690,64087175,"+","upstream",-8690,8190,"NearestLocation",NA
"chr11",64073500,64074000,501,"*","893654","ENSG00000256481",64081690,64087175,"+","upstream",-8190,7690,"NearestLocation",NA
"chr11",64074000,64074500,501,"*","893655","ENSG00000256481",64081690,64087175,"+","upstream",-7690,7190,"NearestLocation",NA
